,corpus,label
1145,God bless her for that .,O O O O O O
1146,"@yamyamjones haha ! Thts actually quite useful x lmao x iv never thought bout tht before x I'm glad it made yu smile x :D RT @Mirandreamer : "" I tried to walk into target yesterday , I missed ."" Cant wait for the ravens game tomorrow .... go ray rice !!!!!!! @josiery Hope that I can make it on time .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-company O O O O O O O O O B-sportsteam O O O O B-person I-person O O O O O O O O O O O
1147,"Wish that I'll be an ' S.S ' in the end of the year :) Want to see the view from our floor of yesterday 's police car mayhem during the shooting incident ? http://wp.me/11Azj RT @CB_Gorka : Here 's the video for tonight 's Cahill event : http://youtu.be/KX5jNnDMfxA #magov &quot; her lips , her lips i could kiss them all day if she'd let me ... hahahaha &quot; lol sooooooooo cute &lt; 3 @ShelAndPushPlay Yeah man , u got it .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-geo-loc O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1149,@suggsygirl Have a lovely day and take lots of inappropriate photos ! *bg* @NTRLDisaster well I'm sure u could do it one at a time with Paco ( Thats my cars name ) plust there 's a roof rack on top u can tie stuff too ? Bar hopping in buckhead tonight .,O O O O O O O O O O O O O O O O O O O O O O O O O O B-person O O O O O O O O O O O O O O O O O O O O O O O O O O
1150,@majornelson I'm out of town this weekend ! dagnabbit ! Why does all the cool stuff happen when I leave ? Just got home from school .,O O O O O O O O O O O O O O O O O O O O O O O O O O O
1151,":D it 's friday guys !, @Sexstrology lol im a sargittarius so dat means i wanna have a good time 2 ?? RT @USArmy : #USArmy recognizes today as National POW/MIA Recognition Day .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-other I-other I-other I-other O
1152,Visit http://www.dtic.mil/dpmo/pow_day/ to read the Presidenta ... Hey .,O O O O O O O O O
1153,#dmv .,O O
1154,There is a march .,O O O O O
1155,10-2-10 onenationworkingtogether.org for more info @TheTiniestVole It is .,O O O O O O O O O
1156,It 's getting across London that 's the killer .,O O O O B-geo-loc O O O O O
1157,"Still miss it , though .",O O O O O O
1158,Lived there for 20 years .,O O O O O O
1159,RT @johan0394 : Soulja Boy | TheDeAndreWay .,O O O B-person I-person O O O
1160,"com -- The DeAndre Way in stores Nov 2 , 2010 http://t.co/eoELod9 via @SouljaBoy CampaignMonitor denied list of &lt; 600 names : client can't prove names not harvested fr Twitter/FB .",O O B-other I-other I-other O O O O O O O O O B-other O O O O O O O O O O O O O O O O
1161,Email'd to this same list when it was &lt; 500 back from Verona :) Looking forward to come back in Paris next week .,O O O O O O O O O O O O B-geo-loc O O O O O O O B-geo-loc O O O
1162,We plan a drink together friends ? RT @RealJudgeJules : Playing the world exclusive of @SanderVanDoorn remix of @swedishousemfia - Miami 2 Ibiza on the show tonight .,O O O O O O O O O O O O O O O O O O O O B-other I-other I-other O O O O O
1163,Tune i ... @WildLives I do .,O O O O O O O
1164,I expect it .,O O O O
1165,It 's a lovely part of the day listening to a background of playground noises .,O O O O O O O O O O O O O O O O
1166,"RT @AniCoronado : #ZodiacFacts As a #Taurus it may seem like things are falling into place , and this feeling gives you a surge of energy .",O O O O O O O O O O O O O O O O O O O O O O O O O O O
1167,PeopleSearchAffiliates .,O O
1168,com : #1 For Over 2 Years : Make money today ! Most lucrative people search products on CB for ... http://bit.ly/aVU9RU @MiggleM We'll catch up some time ... *knows this won't happen* - FantasyPro .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1169,net offers a 100% Deposit Match and $5 in credits for each referral this week only ! Must deposit by 1pm ET Sunday Sept 19th .,O O O O O O O O O O O O O O O O O O O O O O O O O O
1170,RT @kiera16_x : #Twitition HELP us meet Justin Bieber on November 6 ( : THANKYOU http://twitition.com/oxm5g @MariaMdn Wow .. saw pictures of Robert .... spent 2 1/2 years with him .,O O O O O O O B-person I-person O O O O O O O O O O O O O B-person O O O O O O O O
1171,Broke up 4 months ago &amp; I miss when we were perfect .. @kajelly_milk ( : but hey .. its all good .,O O O O O O O O O O O O O O O O O O O O O O O
1172,i like him haha &amp;omg jason kept touching me today D ; i was like man stop touching O : @WEConVERSUS Sick fight ! I'll take my boy #aldo all day ! Starstruck Promo Special : Unlimited email blast(s ) for $ 350 a month .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-company O O O O O O O O O O O O O
1173,DM Me or send a email to ineedpromo@starstruckpromo .,O O O O O O O O O
1174,"com It 's Friday ... and it 's ScuttleButton time ! http://tinyurl.com/39tkyfh datjayycarterkidd asked : omg hey sir ?? omg what color are oyu eyes ?? hit up the ask box when you can !! http://tumblr.com/xn3iud2q8 Saturday Night , Knighttime Billiards with 4D ! Lets help Bonita celebrate her Birthday ! Come early and make a toast ! @sardesairajdeep I can see three kinds of reactions after Ayodhya verdict .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-facility I-facility O O O O O B-person O O O O O O O O O O O O O O O O O O O O B-person O O
1175,Rsn out of gas .,O O O O O
1176,Walking to the gas station this time .,O O O O O O O O
1177,This is supposed to happen !!! @bduenas @HotCARLL @MxBIEson #Reach 4v4 ! Today BIackMaglc @borneobaby THAT is exactly how I am feelin ! Just under 1 hour 2 go &amp; still unsure .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1178,"Havent slept in days thinkin about wat I wd wear and say ! @jenniferehle : Did you get heavy rains up there yesterday ? RT @ichloegebbie : in december drinking horchata , I'd look psychotic in a balaclava ( 8 ) WHATS GOODIE EVERY1 COOLIN COOLIN FEELIN THE BREEZE #FRIDAY#MANIA I straightened my hair today i feel all purdy and junk :) May everyone who is celebrating Yom Kippur have an easy and meaningful fast ! #notaboutbirthcontrol I just had to step into my office ( front porch ) again .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-other I-other O O O O O O O O O O O O O O O O O O O O O O
1180,I feel like everything happening today is highly unusual .,O O O O O O O O O O
1181,I like it a lot ! Selling a home : Strategies for selling in a slow market : by Denise Calaman The July 2010 housing market sales repo ... http://bit.ly/d1xAoc RT @_MyNameBrandon_ @Mr_Marcell lol ! yeah aint nothing there but my family .,O O O O O O O O O O O O O O O O O O O B-person I-person O O O O O O O O O O O O O O O O O O O O O O
1182,&lt; thaz really it now .. to b honest ... when u coming dwn to sam @iPukeRKOs I cant You'll have to Tune into the show this Sunday .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1183,Ill give ya a hint He 's a wrestler &amp; has been in the business for 20 + yrs Anybody who waits until AFTER the last item is scanned and the total is calculated to get out a checkbook or d ... http://tinyurl.com/2c4wqjv RT @ArianaGrande : Follow Friday @lushcosmetics ... Just got some yummyyyyy bubble bath goodies there .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1184,":) xxxxxx #FF Oscar 's new favorite pass time is running as fast as he can from one end of the house to another yelling BuhBYYYYYE Pedigree Donates Dog Food for Blog Posts : These days , big brands usually look to the big social networks like Face ... http://bit.ly/bYWzrq @ClaireMcD22 I honestly don't know how she does it , she works from 8am till 9pm at least 4 days a week .",O O O B-person O O O O O O O O O O O O O O O O O O O O O O B-company O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1185,"She 's off mon/tues , @stefaniwashburn Me too ! I always get so full with chips and salsa before my entree comes ? I like the Verde salsa the best ! I've been waiting for band camp for a year but I'm not going .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1186,How ironic .,O O O
1187,Reminder : One-day tax workshops for small &amp; mid-size tax exempt orgs .,O O O O O O O O O O O O O
1188,First one is Sept .,O O O O O
1189,22 in Detroit .,O O B-geo-loc O
1190,Register now ! http://bit.ly/a2hvAv ahhh that made my day ( : i would say something stupid like that :D struggled in locating parent room there and found out it was closed when we were there finally .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1191,"Might have an early night got to help Rob finish the decorating tomorrow 'Do it footsoldiers ! RT @Jones_Drew32 : And speaking of rule #2 tonite "" running wit mjd "" will be on live from 7- 9pm eastern sirius 211 .",O O O O O O O O B-person O O O O O O O O O O O O O O O O O O B-tvshow I-tvshow I-tvshow O O O O O O O O O B-company O O
1192,"Xm 147' #birdgang in full force !!! Sunday 10:00 am get yo popcorn ready @ddockett will dominate ! @Cuddle_Factory will send again tomorrow honey too @SashaGrey i am your big fan but i live too far , when do you come in orlando one day let me know ok My #twitter age is 470 days 13 hours 18 minutes 9 seconds .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-geo-loc O O O O O O O O O O O O O O O O O O O
1193,Find out yours at http://twitter.seocoder.org/ #twittertime I want it NOW ! ;) RT : @corsairartisan Pumpkin Moonshine has arrived in Nashville -- Give it a week to get it in stores .,O O O O O O O O O O O O O O O B-product I-product O O O B-geo-loc O O O O O O O O O O O
1194,KY ships next week ! @Wale I just heard attention deficit today .,B-geo-loc O O O O O O O O O O O O
1195,Waay underrated but I still like more about nothing better @Infamous__Kid lol you always got problems with ur hair you said somethin last time like they didnt cut it right ha This week I have peed a lot and have eaten very well .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1196,"Weekend , please don't kill me .",O O O O O O O
1197,Quick Question : Chink-A-Link Have You Ever Scratched Before ? Lls well my 700th tweet was 3 tweets ago .,O O O O O O O O O O O O O O O O O O O O
1198,"Our Favorite YouTube Videos This Week : The Drama Edition : Had any epic meltdowns this week ? You know , of the cr ... http://bit.ly/cuy0yt #in @Desrea_JazzMane L O L aww i will give you some next friday to ( : x RT @JoeCienkowski : When people try to say how mean and harsh God was , remind them the true nature of God came in the person of Jesus Christ como chama o careca do All Time Low , @joeylazzari ?? Spotted : Kanye West Celebrates LAMB With Gwen Stefani : New York Fashion Week is coming to a close , but not before ... http://bit.ly/cSyZUi RT @aplusk : This made me laugh today http://bit.ly/bjOhom &lt; --- courtesy of splurb .",O O B-company O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-person O O O O O O O O B-person O O O O O B-person I-person O O O O O O O O O O O O O B-person I-person O B-product O B-person I-person O B-other I-other I-other I-other O O O O O O O O O O O O O O O O O O O O O O O O O O
1199,"What made you laugh ? My dad is laughing because in some translations Mark 14:30 says : ""... Before the COCK crows ..."". I've never been so proud LOL &lt; 3 it RT @Djcheapshot : Tonite I m DJing at Mai Tai in Long Beach .",O O O O O O O O O O O O O B-other I-other O O O O O O O O O O O O O O O O O O O O O O O O O B-facility I-facility O B-geo-loc I-geo-loc O
1200,I'm considering wearing MY TIE !! Get it ? My tie = Mai Tai ? No ? Sorry .,O O O O O O O O O O O O O O O O O O O
1201,Bye .,O O
1202,Second-year CBs Jerraud Powers and Jacob Lacey don't remember much about Manning Bowl I .,O O B-person I-person O B-person I-person O O O O B-other I-other I-other O
1203,Both were college ... http://bit.ly/at71uZ Lots of Merlot on Thursday night means tired London Ladies are in bed by 23.19 on the Friday .,O O O O O O O B-product O O O O O O O O O O O O O O O O
1204,Listening to the arts show on @BBCRadio4 .,O O O O O O O O
1205,New Post : Beyonce : I Am Yours Playlist Featured on VEVO Live Week [ Videos ] http://bit.ly/b1mqom Just waking up and about 2 clean 4 my mom 's pre-wedding dinner or rehearsal dinner whatever it call this weekend .,O O O B-person O O O O O O O B-company O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1206,Then on2 study time ... Tomorrow - London - Hyde Park Corner - 1.30 pm .,O O O O O O O B-geo-loc O B-facility I-facility I-facility O O O O
1207,"If you cannot be there - send out supportive thought waves ! Small Biz Tech Tour 2010 Launches Five City Tour MONTCLAIR N.J. ...: The all day event features America's... http://tinyurl.com/28hd9fu #fb RT @Mickey__Rourke : 58 years ago today I tumbled from my mother 's womb with a cigarette in my mouth and a chihuahua puppy under each arm ... you know its bad when you do that , but you don't care .",O O O O O O O O O O O O B-other I-other I-other I-other I-other O O O O B-geo-loc B-geo-loc O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1208,@divacoachdabney you made Nina 's day .,O O O B-person O O O
1209,Sweet surprises for you .,O O O O O
1210,"Just bought my Newcastle K ! Tour ticket ! XD Can't wait for February ! RT @NROcorner : Why Constitution Day Matters : RT @mindykaling : When you wear your heart on your sleeve , make sure your shirt is f'ing dope .",O O O B-geo-loc B-other I-other I-other O O O O O O O O O O O O B-other I-other O O O O O O O O O O O O O O O O O O O O O O
1211,"I 've got a theory that if you give 100% all of the time , somehow things will work out in the end .",O O O O O O O O O O O O O O O O O O O O O O O O
1212,"-Larry Bird 'MUSIC CHOICE JUST HIT ME SO IF YOU ON DEMAND TONITE "" GOTTA BODY "" MUST LISTEN ( FREEKEY ZEKEY FT JIM JONES )' @FeeninforPretty making something to eat , aint ate all day @XrisLastRights yep well .. i know mcfly told me they were going to come back here when i met em ' but anyway :) so , how was your day ? @skaffbm love that sonngg !! are u going to his concert when he goes to richmond ?? Oh yeah ! Probably hairdresser tomorrow , and for sure meet Levin , Hien &lt; 3 and Fabi .",B-person I-person O O O O O O O O O O O O B-other I-other O O O O O O O B-person I-person O O O O O O O O O O O O O O O O O B-person O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-geo-loc O O O O O O O O O O O O B-person O B-person O O O B-person O
1213,"'ll have a great daaaaay &lt; 33 'i really wanna see @MyBrodasKeepa_ today "" /' On my way to my grandparents .",O O O O O O O O O O O O O O O O O O O O O O
1214,And after a good nights sleep i head to the Tournament of Champions !!!!!!! Super excited @Strigy got mine in bbt aintree today .,O O O O O O O O O O B-other I-other I-other O O O O O O O O B-geo-loc O O
1215,Played table tennis on it in store ! V impressed .,O O O O O O O O O O O
1216,Did you get analogue controller 2 ? Salt tasting today http://yfrog.com/07kicyj RT @TheValarium : Online ticket sales for Ghostland Observatory extended until 6 PM EST due to high demand .,O O O O O O O O O O O O O O O O O O B-musicartist I-musicartist O O O O O O O O O O
1217,Get them before they sell out ... RT @davehodg : Pope says atheists pick &amp; choose their morals .,O O O O O O O O O O B-person O O O O O O O O
1219,Today I will be frowning on child abuse &amp; not having a problem wit ... June Fest 2010 ~ Forgotten Door LIVE ! http://fb.me/G1pof3lO This Time 's fundraiser ends 9/20 .,O O O O O O O O O O O O O O O B-other I-other I-other O B-facility I-facility O O O O O O O O O O
1220,"Incentives include raffles &amp; access to the video shoot ustream - http://www.cassidyhaley.com/thistime.php @iansomerhalder before seeing you , I did not believe in the ancient gods ! Well , now I change my idea ! you are the God of perfection !!!! Oh my goodness , I thought by Friday evening one 's supposed to breath easy , but at the moment this is sadly not the case .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1221,@JusSimplyMee I think i'm going to start buying chipotle for ONE lucky girl every week lol @RealWizKhalifa I will be smacked when I see u tonite :) volleybaltraining was super leuk ! volgende week 1e wedstrijd Peace green tea time !! Happyzone !!!! :) )))) Comment of the Day : The Depths of Poverty [ We Read You] : RT @OMGTotallyLegit : Having a dream about someone then feeling weird about them the next day .,O O O O O O O O B-product O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-product I-product O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1222,"#OMGTotallyLegit RT @LightCMS : Day 6 : Win 1 of 10 iPads from @LightCMS - RT to enter or read more http://speaklight.com/iPad RT @ChicagoFire : Join the TIFO CREW says @Section8Chicago 's Dan Martin in this week 's S8 blog : http://ow.ly/2G43u going to the mall with my momma , then church after this is a big'o challenge for the next 3 days encounter here I come lets see what happens @YFarahat @n_atalla I stopped buying bottled water for like 2 years :) installed a water filter and it 's great .",O O O O O O O O O O O O O O O O O O O O O O O O O O O B-other I-other O O O B-person I-person O O O O B-other I-other O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1223,Water taste like water now :) @leahmrb Same time as you silly !! #lushy I called my sister and she asked why i want a mcdonalds at this time of nigh t.i said ' blame rose ' she said ' who 's rose ?' lmao Sony/Bud Light 3D tailgate parties on Saturday - Clemson party at http://bit.ly/cds8Pd ; Auburn party at http://bit.ly/9X1KP8 #sony3d @espn A BLISSFUL MORNING TO ALL ! It 's a brand new day to start with .,O O O O O O O O O O O O O O O O O O O O O O O O O B-company O O O O O O O O O B-person O O O O O O B-person O O O O O O O O O O B-geo-loc O O O O B-geo-loc O O O O O O O O O O O O O O O O O O O O O
1224,Hope you have a great day ahead ! Keep safe .,O O O O O O O O O O O
1225,Take care .,O O O
1226,God bless you ! Omfg I'm bailing out of the car right now my mom slapped me when I changed the radio off this Justin Bieber you smile I smile fucking song My #twitter age is 458 days 0 hours 3 minutes 49 seconds .,O O O O O O O O O O O O O O O O O O O O O O O O B-person I-person O O O O O O O O O O O O O O O O O O O
1227,Find out yours at http://twitter.seocoder.org/ #twittertime @karensuluay Hyna the Brad paisley concert we were supposed to go to is tonight *tear* RT @TalibanTwon : RT @bigmatt3288 : The Birthday Celebration for The Boy @Talibantwon *Tonight* + #LaylaFridays = ZOOOVIE really needs to buckle down and get some work done before she heads home ... RT @TheOutlawz : EVERYBODY WHO WANT A FOLLOW FROM ME FOR FOLLOW FRIDAY LET ME KNOW !! WE AINT LIKE THESE HOLLYWOOD AZZ RAPPERS WE FOLLOW BACK ! were too much .,O O O O O O O B-person O B-person I-person O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-geo-loc O O O O O O O O O O
1228,MJ still had it but he was 50 years old at time .,B-person O O O O O O O O O O O O
1229,"AEG just wanted more money off his name like everyone else @JackieJackson5 I may have an extra ticket for the Jonas Bros this Sunday , if anyone wants it or wants me to take ur kiddo w/me :) Every night &amp; every day !! Israel grinds to a halt for Yom Kippur fasting day ( wwrn.org ) http://bit.ly/cqlwCZ For women the best aphrodisiacs are words .",B-company O O O O O O O O O O O O O O O O O O O B-musicartist I-musicartist O O O O O O O O O O O O O O O O O O O O O O B-geo-loc O O O O O B-other I-other O O O O O O O O O O O O O O
1230,The G-spot is in the ears .,O O O O O O O
1231,He who looks for it below there is wasting his time .,O O O O O O O O O O O O
1232,@isaccnewton7 call me when u go out to practice My all time favourite socks are the ones I knitted myself .,O O O O O O O O O O O O O O O O O O O O O
1233,So comfy .,O O O
1234,Must knit some more .,O O O O O
1235,RT @Luq_Combs : Funniest thing I heard this week .,O O O O O O O O O O
1236,Wingo tellin me and wood .,B-person O O O O O
1237,""" I 'm scared "" #pow#pow#pow@Cowboy_Wingo @justinbieber i just wanna say you make me smile everyday :) thanks for smiling because when u smile i smile ! :) 2 MORE WEEKS ! XD I have a strong hunch Adam will be a story on TMZ tonight .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-person O O O O O B-tvshow O O
1238,Gulp .,O O
1239,"@miaturner OOC : Feeling a little volent today , huh ? ALL TIME LOW ARE COMMING TO GLASGOW !!!!!!!!!!!!!!!!!!! http://yfrog.com/n6cdhzj Just picked my dog up from his posh day spa .",O O O O O O O O O O O O O O O O O B-geo-loc O O O O O O O O O O O O O
1240,Actually he can't run under vet orders .,O O O O O O O O
1241,"He swims here occasionally Still dislike Early Decision for most kids , but Early Action can be great when used thoughtfully .",O O O O O O O O O O O O O O O O O O O O O O
1242,http://ow.ly/2G1Cn #admissions #colleges Day three of St John 's wort tea for anxiety .,O O O O O O B-other I-other I-other I-other O O O O
1243,"So far today I havent had a panic attack...we'll see if this works ! Lederhosen , lederhosen , you're so delicious , I love you more than ... all the other foreign pants that I need to borrow for a single day .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1244,".... today is better than yesterday , but I hope tomorrow is better than today , because today still somewhat - SUCKS .",O O O O O O O O O O O O O O O O O O O O O O O
1245,@jesus_army :-( Mikes been at A&amp;E all day and is now comfortable in a hospital bed :-( Hope you are both better soon .,O O O O O B-other O O O O O O O O O O O O O O O O O O
1246,@dancindeac bet the vino tastes especially good this week .,O O O O O O O O O O
1247,;-) Next week is Spirit Week at school ... Homecoming Week ... And Picture day on Tueday =\ @dragonjones couldn't help but notice you look uncomfortable when you walk .,O O O O B-other I-other O O O B-other I-other O O O O O O O O O O O O O O O O O O O
1248,I am guessing you have a back problem .,O O O O O O O O O
1249,"And #nowplaying With You - Delirious ? [ World Service ] May our Lord Jesus be with u , watching over &amp; directing u .",O O B-other I-other O B-musicartist O O O O O O O B-person I-person O O O O O O O O O O
1250,"Have a lovely night , all ! DITR REI Update : California Home Sales Decline Year-Over-Year : By Michael Kraus on September 17 ... http://bit.ly/96Zavf #realestate #invest its a good year for a murder ... 2 weeks until @Eurogamer_Expo .",O O O O O O O O O O O B-geo-loc O O O O O O B-person I-person O O O O O O O O O O O O O O O O O O O O
1251,Am I excited ? YOU BET :D After Eventide ( Kindle Edition)By Catherine Olson Buy new : $ 6.49 Customer R ... http://tinyurl.com/25e59fk #twilight @terryronald Hello mate hows you ? Long time no tweet What you been up to ? Hows the book ? even better than cocktail friday ! http://is.gd/ffDb9 As women pay homage to masculinity they avoid their own power .,O O O O O O O B-product I-product O B-product O B-person I-person O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1252,It doesn't help anyone .,O O O O O
1253,Men need our leadership even when they don't like it .,O O O O O O O O O O O
1254,"@xensweetie Ohhh we should do some shopping do you know what your wearing on Friday yet ? Support Your Local Op Shop - Only 4 days left ! http://post.ly/yCqH The #gothic Daily is out - read this Twitter newspaper on http://bit.ly/aQOoSP ( 22 contributions today ) heheRT @yuuuiee : @nissawaww LOL RT MirLes : jamanSD kalo nyabutin uban bokap dpt 100 perak satu uban ... eh , i tweeted this before ! Dejavu :-p RT @ZodiacFacts : #ZodiacFacts As an #Aries romance isn't about what you're after -- it 's about taking chances , exploring and keeping an ... the day you go shirtless in school is the day I give birth to a pig @Lissa_Lise they're looking pretty good .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-company O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1255,i dnt think ima play tho .,O O O O O O O
1256,I'm playing on a co rec team too .,O O O O O O O O O
1257,I won't have time to breathe .,O O O O O O O
1258,Free Speech Friday underway .,O O O O O
1259,Anything on your mind is fair game .. radio.woai.com k/w pags @hannibal_flow I got miami pics for days lol Copa Sudamericana #2010 : Thursday Round-Up - http://newzfor.me/?754c Salty i broke one of my favorite Betsey Johnson necklaces today !! I wanna go to a SHS football game cuz I ain't been to a high school game in years .,O O O O O O O O O O O O O O B-geo-loc O O O O B-other I-other O O O O O O O O O O O O O B-person I-person O O O O O O O O B-sportsteam O O O O O O O O O O O O O O
1260,@themystikSAIDso make it happen @LulaBurlesque You're in our mosaic ! Be sure to watch the premiere show Monday 9/13 .,O O O O O O O O O O O O O O O O O O O O
1261,Find yourself here http://bit.ly/EllenMosaic Hit word count ! Woo-hoo ! *throwing confetti* Now I can goof off tonight and read .,O O O O O O O O O O O O O O O O O O O O O
1262,"*happy writer dance* #amwriting #havewritten-yay ! SCOTT WEILAND Announces Memoir Release - Music News Net : MUSIC NEWS - Simon &amp; Schuster has announced a March 8 , 20 ... http://bit.ly/ayLf9C QUAKE : Mag 4.5 , Saturday , September 18 2010 at 10:03 am ( NZST) , 20 km south-west of Christchurch .",O O O O O O B-person I-person O O O O B-other I-other I-other O O O O B-other I-other I-other O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-geo-loc O
1263,http://tinyurl.com/265n4mx #eqnz Long 18k run done and in the books ! Beauty day .,O O O O O O O O O O O O O O
1264,"Til now , at dentist , and lady next to me spilling over to my chair .. Just belched .",O O O O O O O O O O O O O O O O O O O O
1265,Loudly .,O O
1266,+1 @_AlexLight_ WHAAAA ? And you actually played ? When it wasn't with the Wolstenbeast ?! @jimmiebjr Nope .,O O O O O O O O O O O O O O O O O O O
1267,I think you believe she 's a time bomb and should be sacrificed if necessary .,O O O O O O O O O O O O O O O O
1268,"@wildflower94 hw =/ i cant wate til summer !!! This year us guna b a mess Vintage sports cars capture the feeling of an earlier time http://bit.ly/aZCBOm #classic #cars .. @Davman91 Thinks I'm Funny When I Tell The Punch Line Wrong ... ;) Dear sun , it 's approaching the end of September and seriously , you're still unbearable .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1269,Give Arizona a break .,O B-geo-loc O O O
1270,"Love , Mackenna Showering real reallll quick .",O O B-person O O O O O
1271,This tweet is for anyone that tries to text me when I'm in the shower @lessafelipe Vai no Garotos Podres + No Milk Today hoje ? @mynameisraven get on skype or ichat when you see this .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-company O O O O O O O
1272,Let 's all take a shot for Lindsay Lohan tonight .,O O O O O O O B-person I-person O O
1273,Maybe snort a line if you're a real dedicated fan .,O O O O O O O O O O O
1274,chinese food .. stayin in for tonight but goin to the archery range either tomorrow or sunday time to get into the PJ Bottoms ;D Report : Michael Vick Will Start for Eagles on Sunday http://t.co/UqXcSXT @milaceccato hahah yeah ! My bestie &amp; I met his dad too &amp; were seeing him I think on Monday were not sure yet( ; How many times .,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-person I-person O O O B-sportsteam O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1275,Can you possibly .,O O O O
1276,Make an excuse .,O O O O
1277,To play a goddamn banjo .,O O O O O O
1278,In an hour-long show .,O O O O O
1279,A show that has nothing to do with banjos .,O O O O O O O O O O
1280,"RT @GreatestQuotes : "" When everything seems to be going against you , remember that the airplane takes off against the wind , not with it ."" ... NEW BLOG - ' Badass Babes Savin ' The Day ' -- CHIX 6 , The ROXPERIENCE WEEK 5 : BWW is excited to present a new blog , ... http://bit.ly/9QkhUC Friday deal ! Save 30% on select new arrivals by @MizMooz .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-other I-other I-other I-other I-other I-other O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1281,Check it out ! http://bit.ly/cDXN4 RT @ZodiacFacts : #ZodiacFacts As a #Pisces you may find your thoughts racing so fast you can't keep up with them .,O O O O O O O O O O O O O O O O O O O O O O O O O O O
1282,"@toukie_s i'mgoing to sleep , not feeling very well , see you tomorrow I spent my day Photoshopping Kerri russel into a mutant headed tree hugger , Now that thats done .",O O O O O O O O O O O O O O O O O O B-person I-person O O O O O O O O O O O O
